Time,Channel A,Channel B
(ms),(mV),(V)

-10.01142710,13.42814000,-6.17938800
-10.00502710,22.38533000,-6.17938800
-9.99862711,13.42814000,-6.17938800
-9.99222711,13.42814000,-6.17938800
-9.98582711,17.91437000,-6.08935800
-9.97942711,13.42814000,-6.17938800
-9.97302711,13.42814000,-6.17938800
-9.96662711,22.38533000,-6.17938800
-9.96022711,17.91437000,-6.17938800
-9.95382711,13.42814000,-6.17938800
-9.94742711,22.38533000,-6.17938800
-9.94102711,17.91437000,-6.17938800
-9.93462711,8.94192300,-6.17938800
-9.92822711,13.42814000,-6.17938800
-9.92182711,13.42814000,-6.17938800
-9.91542711,4.45570200,-6.17938800
-9.90902711,-0.01525925,-6.17938800
-9.90262711,4.45570200,-6.17938800
-9.89622711,4.45570200,-6.08935800
-9.88982711,4.45570200,-6.17938800
-9.88342711,13.42814000,-6.17938800
-9.87702711,8.94192300,-6.17938800
-9.87062711,8.94192300,-6.17938800
-9.86422711,17.91437000,-6.17938800
-9.85782711,17.91437000,-6.17938800
-9.85142711,13.42814000,-6.17938800
-9.84502711,17.91437000,-6.17938800
-9.83862711,17.91437000,-6.08935800
-9.83222712,13.42814000,-6.17938800
-9.82582712,13.42814000,-6.17938800
-9.81942712,17.91437000,-6.17938800
-9.81302712,8.94192300,-6.17938800
-9.80662712,8.94192300,-6.17938800
-9.80022712,13.42814000,-6.17938800
-9.79382712,4.45570200,-6.17938800
-9.78742712,4.45570200,-6.17938800
-9.78102712,4.45570200,-6.17938800
-9.77462712,-0.01525925,-6.17938800
-9.76822712,-4.50148000,-6.17938800
-9.76182712,-0.01525925,-6.17938800
-9.75542712,-0.01525925,-6.17938800
-9.74902712,-4.50148000,-6.17938800
-9.74262712,-0.01525925,-6.17938800
-9.73622712,4.45570200,-6.17938800
-9.72982712,-0.01525925,-6.08935800
-9.72342712,4.45570200,-6.08935800
-9.71702712,4.45570200,-6.17938800
-9.71062712,4.45570200,-6.17938800
-9.70422712,8.94192300,-6.17938800
-9.69782712,13.42814000,-6.17938800
-9.69142712,13.42814000,-6.17938800
-9.68502712,8.94192300,-6.17938800
-9.67862712,17.91437000,-6.17938800
-9.67222712,13.42814000,-6.17938800
-9.66582712,8.94192300,-6.17938800
-9.65942713,13.42814000,-6.17938800
-9.65302713,13.42814000,-6.17938800
-9.64662713,4.45570200,-6.17938800
-9.64022713,4.45570200,-6.17938800
-9.63382713,8.94192300,-6.17938800
-9.62742713,-4.50148000,-6.17938800
-9.62102713,-4.50148000,-6.17938800
-9.61462713,-0.01525925,-6.17938800
-9.60822713,-4.50148000,-6.17938800
-9.60182713,-8.98770000,-6.17938800
-9.59542713,-4.50148000,-6.17938800
-9.58902713,-8.98770000,-6.17938800
-9.58262713,-8.98770000,-6.17938800
-9.57622713,-4.50148000,-6.17938800
-9.56982713,-0.01525925,-6.17938800
-9.56342713,-0.01525925,-6.17938800
-9.55702713,4.45570200,-6.17938800
-9.55062713,8.94192300,-6.17938800
-9.54422713,4.45570200,-6.17938800
-9.53782713,8.94192300,-6.08935800
-9.53142713,13.42814000,-6.08935800
-9.52502713,4.45570200,-6.17938800
-9.51862713,8.94192300,-6.17938800
-9.51222713,13.42814000,-6.17938800
-9.50582713,13.42814000,-6.17938800
-9.49942713,8.94192300,-6.17938800
-9.49302714,13.42814000,-6.17938800
-9.48662714,4.45570200,-6.17938800
-9.48022714,4.45570200,-6.17938800
-9.47382714,4.45570200,-6.17938800
-9.46742714,4.45570200,-6.08935800
-9.46102714,-4.50148000,-6.08935800
-9.45462714,-4.50148000,-6.17938800
-9.44822714,-4.50148000,-6.17938800
-9.44182714,-8.98770000,-6.17938800
-9.43542714,-4.50148000,-6.17938800
-9.42902714,-4.50148000,-6.17938800
-9.42262714,-8.98770000,-6.17938800
-9.41622714,-8.98770000,-6.17938800
-9.40982714,-0.01525925,-6.17938800
-9.40342714,-0.01525925,-6.08935800
-9.39702714,4.45570200,-6.17938800
-9.39062714,13.42814000,-6.08935800
-9.38422714,13.42814000,-6.08935800
-9.37782714,13.42814000,-6.17938800
-9.37142714,17.91437000,-6.17938800
-9.36502714,17.91437000,-6.08935800
-9.35862714,13.42814000,-6.17938800
-9.35222714,17.91437000,-6.08935800
-9.34582714,13.42814000,-6.08935800
-9.33942714,8.94192300,-6.08935800
-9.33302714,13.42814000,-6.08935800
-9.32662715,13.42814000,-6.17938800
-9.32022715,8.94192300,-6.17938800
-9.31382715,8.94192300,-6.17938800
-9.30742715,13.42814000,-6.17938800
-9.30102715,4.45570200,-6.08935800
-9.29462715,-0.01525925,-6.17938800
-9.28822715,4.45570200,-6.08935800
-9.28182715,-0.01525925,-6.08935800
-9.27542715,-4.50148000,-6.08935800
-9.26902715,-0.01525925,-6.17938800
-9.26262715,-0.01525925,-6.17938800
-9.25622715,-4.50148000,-6.08935800
-9.24982715,-0.01525925,-6.17938800
-9.24342715,-0.01525925,-6.08935800
-9.23702715,-4.50148000,-6.17938800
-9.23062715,-4.50148000,-6.08935800
-9.22422715,-4.50148000,-6.08935800
-9.21782715,-8.98770000,-6.08935800
-9.21142715,-13.47392000,-6.08935800
-9.20502715,-4.50148000,-6.08935800
-9.19862715,-13.47392000,-6.17938800
-9.19222715,-13.47392000,-6.17938800
-9.18582715,-8.98770000,-6.08935800
-9.17942715,-8.98770000,-6.08935800
-9.17302715,-8.98770000,-6.08935800
-9.16662715,-0.01525925,-6.08935800
-9.16022716,-0.01525925,-6.08935800
-9.15382716,-8.98770000,-6.08935800
-9.14742716,-4.50148000,-6.08935800
-9.14102716,-0.01525925,-6.08935800
-9.13462716,-4.50148000,-6.08935800
-9.12822716,-4.50148000,-6.08935800
-9.12182716,4.45570200,-6.08935800
-9.11542716,4.45570200,-6.08935800
-9.10902716,4.45570200,-6.08935800
-9.10262716,4.45570200,-6.08935800
-9.09622716,4.45570200,-6.08935800
-9.08982716,-0.01525925,-6.08935800
-9.08342716,8.94192300,-6.08935800
-9.07702716,4.45570200,-6.08935800
-9.07062716,-0.01525925,-6.08935800
-9.06422716,8.94192300,-6.08935800
-9.05782716,4.45570200,-6.08935800
-9.05142716,4.45570200,-6.08935800
-9.04502716,4.45570200,-6.08935800
-9.03862716,8.94192300,-6.08935800
-9.03222716,4.45570200,-6.08935800
