Time,Channel A,Channel B
(ms),(mV),(V)

-10.01298800,-1.89825100,-6.17938800
-10.00658800,-0.10986660,-6.17938800
-10.00018800,3.46690200,-6.17938800
-9.99378800,5.25528700,-6.17938800
-9.98738800,7.04367200,-6.17938800
-9.98098800,8.83205600,-6.17938800
-9.97458800,8.83205600,-6.17938800
-9.96818800,8.83205600,-6.17938800
-9.96178800,12.40883000,-6.17938800
-9.95538800,10.62044000,-6.08935800
-9.94898800,8.83205600,-6.17938800
-9.94258801,8.83205600,-6.17938800
-9.93618801,7.04367200,-6.17938800
-9.92978801,5.25528700,-6.17938800
-9.92338801,5.25528700,-6.17938800
-9.91698801,3.46690200,-6.17938800
-9.91058801,1.67851800,-6.17938800
-9.90418801,1.67851800,-6.17938800
-9.89778801,1.67851800,-6.17938800
-9.89138801,1.67851800,-6.17938800
-9.88498801,1.67851800,-6.17938800
-9.87858801,1.67851800,-6.17938800
-9.87218801,3.46690200,-6.17938800
-9.86578801,3.46690200,-6.17938800
-9.85938801,5.25528700,-6.17938800
-9.85298801,5.25528700,-6.17938800
-9.84658801,5.25528700,-6.17938800
-9.84018801,5.25528700,-6.17938800
-9.83378801,3.46690200,-6.17938800
-9.82738801,3.46690200,-6.17938800
-9.82098801,5.25528700,-6.17938800
-9.81458801,3.46690200,-6.17938800
-9.80818801,5.25528700,-6.17938800
-9.80178801,7.04367200,-6.17938800
-9.79538801,8.83205600,-6.08935800
-9.78898801,8.83205600,-6.17938800
-9.78258801,7.04367200,-6.17938800
-9.77618802,7.04367200,-6.17938800
-9.76978802,5.25528700,-6.17938800
-9.76338802,3.46690200,-6.17938800
-9.75698802,3.46690200,-6.17938800
-9.75058802,1.67851800,-6.17938800
-9.74418802,1.67851800,-6.17938800
-9.73778802,-0.10986660,-6.17938800
-9.73138802,-1.89825100,-6.17938800
-9.72498802,-3.69274000,-6.17938800
-9.71858802,-3.69274000,-6.17938800
-9.71218802,-3.69274000,-6.17938800
-9.70578802,-3.69274000,-6.17938800
-9.69938802,-3.69274000,-6.17938800
-9.69298802,-5.48112400,-6.17938800
-9.68658802,-3.69274000,-6.08935800
-9.68018802,-1.89825100,-6.17938800
-9.67378802,1.67851800,-6.17938800
-9.66738802,1.67851800,-6.17938800
-9.66098802,1.67851800,-6.17938800
-9.65458802,-0.10986660,-6.17938800
-9.64818802,-0.10986660,-6.17938800
-9.64178802,-1.89825100,-6.17938800
-9.63538802,1.67851800,-6.17938800
-9.62898802,1.67851800,-6.17938800
-9.62258802,3.46690200,-6.08935800
-9.61618802,7.04367200,-6.17938800
-9.60978803,8.83205600,-6.17938800
-9.60338803,8.83205600,-6.17938800
-9.59698803,7.04367200,-6.17938800
-9.59058803,7.04367200,-6.17938800
-9.58418803,3.46690200,-6.17938800
-9.57778803,1.67851800,-6.17938800
-9.57138803,-1.89825100,-6.17938800
-9.56498803,-3.69274000,-6.17938800
-9.55858803,-3.69274000,-6.17938800
-9.55218803,-1.89825100,-6.17938800
-9.54578803,-0.10986660,-6.17938800
-9.53938803,-0.10986660,-6.17938800
-9.53298803,1.67851800,-6.17938800
-9.52658803,1.67851800,-6.17938800
-9.52018803,3.46690200,-6.17938800
-9.51378803,3.46690200,-6.17938800
-9.50738803,3.46690200,-6.17938800
-9.50098803,3.46690200,-6.17938800
-9.49458803,3.46690200,-6.17938800
-9.48818803,3.46690200,-6.17938800
-9.48178803,5.25528700,-6.17938800
-9.47538803,3.46690200,-6.17938800
-9.46898803,3.46690200,-6.17938800
-9.46258803,1.67851800,-6.17938800
-9.45618803,1.67851800,-6.08935800
-9.44978803,-1.89825100,-6.17938800
-9.44338803,-1.89825100,-6.17938800
-9.43698804,-3.69274000,-6.17938800
-9.43058804,-3.69274000,-6.17938800
-9.42418804,-5.48112400,-6.17938800
-9.41778804,-5.48112400,-6.17938800
-9.41138804,-5.48112400,-6.17938800
-9.40498804,-3.69274000,-6.17938800
-9.39858804,-1.89825100,-6.08935800
-9.39218804,-0.10986660,-6.17938800
-9.38578804,1.67851800,-6.08935800
-9.37938804,3.46690200,-6.17938800
-9.37298804,3.46690200,-6.17938800
-9.36658804,1.67851800,-6.17938800
-9.36018804,-1.89825100,-6.17938800
-9.35378804,-3.69274000,-6.17938800
-9.34738804,-3.69274000,-6.17938800
-9.34098804,-5.48112400,-6.17938800
-9.33458804,-7.26950900,-6.17938800
-9.32818804,-7.26950900,-6.17938800
-9.32178804,-7.26950900,-6.17938800
-9.31538804,-7.26950900,-6.17938800
-9.30898804,-5.48112400,-6.17938800
-9.30258804,-7.26950900,-6.17938800
-9.29618804,-3.69274000,-6.17938800
-9.28978804,-0.10986660,-6.17938800
-9.28338804,1.67851800,-6.08935800
-9.27698804,3.46690200,-6.17938800
-9.27058805,5.25528700,-6.08935800
-9.26418805,8.83205600,-6.08935800
-9.25778805,10.62044000,-6.17938800
-9.25138805,12.40883000,-6.08935800
-9.24498805,12.40883000,-6.17938800
-9.23858805,14.19721000,-6.08935800
-9.23218805,14.19721000,-6.17938800
-9.22578805,14.19721000,-6.08935800
-9.21938805,15.98559000,-6.08935800
-9.21298805,12.40883000,-6.17938800
-9.20658805,10.62044000,-6.08935800
-9.20018805,7.04367200,-6.08935800
-9.19378805,5.25528700,-6.08935800
-9.18738805,1.67851800,-6.17938800
-9.18098805,-0.10986660,-6.08935800
-9.17458805,-0.10986660,-6.08935800
-9.16818805,-1.89825100,-6.08935800
-9.16178805,-1.89825100,-6.08935800
-9.15538805,-3.69274000,-6.08935800
-9.14898805,-5.48112400,-6.08935800
-9.14258805,-7.26950900,-6.08935800
-9.13618805,-7.26950900,-6.08935800
-9.12978805,-7.26950900,-6.08935800
-9.12338805,-9.05789400,-6.08935800
-9.11698805,-10.84628000,-6.08935800
-9.11058805,-12.63466000,-6.08935800
-9.10418806,-14.42305000,-6.17938800
-9.09778806,-14.42305000,-6.08935800
-9.09138806,-14.42305000,-6.17938800
-9.08498806,-12.63466000,-6.08935800
-9.07858806,-12.63466000,-6.08935800
-9.07218806,-10.84628000,-6.08935800
-9.06578806,-9.05789400,-6.08935800
-9.05938806,-9.05789400,-6.08935800
-9.05298806,-7.26950900,-6.08935800
-9.04658806,-7.26950900,-6.08935800
-9.04018806,-3.69274000,-6.08935800
-9.03378806,-1.89825100,-6.08935800
