Time,Channel A,Channel B
(ms),(mV),(V)

-10.01049671,-1.79143600,-6.17938800
-10.00409671,4.52284300,-6.17938800
-9.99769671,0.01220740,-6.17938800
-9.99129671,-1.79143600,-6.17938800
-9.98489671,1.81890300,-6.17938800
-9.97849672,-2.69173300,-6.17938800
-9.97209672,-1.79143600,-6.17938800
-9.96569672,0.01220740,-6.17938800
-9.95929672,-5.39872500,-6.17938800
-9.95289672,-3.59508000,-6.17938800
-9.94649672,-1.79143600,-6.17938800
-9.94009672,-8.10571600,-6.17938800
-9.93369672,-3.59508000,-6.17938800
-9.92729672,0.01220740,-6.17938800
-9.92089672,-6.30207200,-6.17938800
-9.91449672,-0.88808860,-6.17938800
-9.90809672,0.01220740,-6.17938800
-9.90169672,-6.30207200,-6.17938800
-9.89529672,0.01220740,-6.17938800
-9.88889672,-1.79143600,-6.17938800
-9.88249672,-6.30207200,-6.17938800
-9.87609672,0.01220740,-6.17938800
-9.86969672,-1.79143600,-6.17938800
-9.86329672,-5.39872500,-6.17938800
-9.85689672,0.01220740,-6.17938800
-9.85049672,-2.69173300,-6.17938800
-9.84409672,-4.49537700,-6.17938800
-9.83769672,0.91555530,-6.17938800
-9.83129672,-1.79143600,-6.17938800
-9.82489672,-1.79143600,-6.17938800
-9.81849672,0.91555530,-6.17938800
-9.81209672,-2.69173300,-6.17938800
-9.80569673,0.91555530,-6.17938800
-9.79929673,1.81890300,-6.17938800
-9.79289673,-5.39872500,-6.17938800
-9.78649673,-1.79143600,-6.17938800
-9.78009673,0.01220740,-6.17938800
-9.77369673,-4.49537700,-6.17938800
-9.76729673,-0.88808860,-6.17938800
-9.76089673,0.01220740,-6.17938800
-9.75449673,-5.39872500,-6.17938800
-9.74809673,0.01220740,-6.17938800
-9.74169673,0.01220740,-6.17938800
-9.73529673,-4.49537700,-6.17938800
-9.72889673,0.01220740,-6.17938800
-9.72249673,-1.79143600,-6.17938800
-9.71609673,-5.39872500,-6.17938800
-9.70969673,-0.88808860,-6.17938800
-9.70329673,-1.79143600,-6.17938800
-9.69689673,-5.39872500,-6.17938800
-9.69049673,0.01220740,-6.17938800
-9.68409673,-2.69173300,-6.17938800
-9.67769673,-4.49537700,-6.17938800
-9.67129673,0.01220740,-6.17938800
-9.66489673,-5.39872500,-6.17938800
-9.65849673,-3.59508000,-6.17938800
-9.65209673,0.01220740,-6.17938800
-9.64569673,-4.49537700,-6.17938800
-9.63929674,-1.79143600,-6.17938800
-9.63289674,1.81890300,-6.17938800
-9.62649674,-3.59508000,-6.17938800
-9.62009674,-0.88808860,-6.17938800
-9.61369674,0.01220740,-6.17938800
-9.60729674,-5.39872500,-6.08935800
-9.60089674,-0.88808860,-6.17938800
-9.59449674,0.01220740,-6.17938800
-9.58809674,-5.39872500,-6.17938800
-9.58169674,0.01220740,-6.17938800
-9.57529674,-0.88808860,-6.17938800
-9.56889674,-5.39872500,-6.17938800
-9.56249674,-0.88808860,-6.17938800
-9.55609674,-1.79143600,-6.17938800
-9.54969674,-6.30207200,-6.17938800
-9.54329674,-0.88808860,-6.17938800
-9.53689674,-4.49537700,-6.17938800
-9.53049674,-5.39872500,-6.17938800
-9.52409674,0.01220740,-6.17938800
-9.51769674,-2.69173300,-6.17938800
-9.51129674,-3.59508000,-6.17938800
-9.50489674,0.01220740,-6.17938800
-9.49849674,-3.59508000,-6.17938800
-9.49209674,-1.79143600,-6.17938800
-9.48569674,2.71919900,-6.17938800
-9.47929674,-2.69173300,-6.17938800
-9.47289675,0.01220740,-6.17938800
-9.46649675,1.81890300,-6.17938800
-9.46009675,-4.49537700,-6.08935800
-9.45369675,0.01220740,-6.17938800
-9.44729675,0.91555530,-6.17938800
-9.44089675,-4.49537700,-6.17938800
-9.43449675,0.91555530,-6.17938800
-9.42809675,0.91555530,-6.17938800
-9.42169675,-4.49537700,-6.08935800
-9.41529675,0.91555530,-6.08935800
-9.40889675,-0.88808860,-6.17938800
-9.40249675,-6.30207200,-6.17938800
-9.39609675,-1.79143600,-6.17938800
-9.38969675,-5.39872500,-6.17938800
-9.38329675,-9.00601200,-6.08935800
-9.37689675,-3.59508000,-6.17938800
-9.37049675,-6.30207200,-6.08935800
-9.36409675,-8.10571600,-6.08935800
-9.35769675,-1.79143600,-6.17938800
-9.35129675,-5.39872500,-6.08935800
-9.34489675,-6.30207200,-6.17938800
-9.33849675,-1.79143600,-6.17938800
-9.33209675,-7.20236800,-6.17938800
-9.32569675,-5.39872500,-6.17938800
-9.31929675,-2.69173300,-6.08935800
-9.31289675,-8.10571600,-6.08935800
-9.30649676,-6.30207200,-6.17938800
-9.30009676,-4.49537700,-6.17938800
-9.29369676,-9.00601200,-6.17938800
-9.28729676,-5.39872500,-6.17938800
-9.28089676,-3.59508000,-6.17938800
-9.27449676,-7.20236800,-6.17938800
-9.26809676,-2.69173300,-6.08935800
-9.26169676,-1.79143600,-6.08935800
-9.25529676,-6.30207200,-6.08935800
-9.24889676,0.01220740,-6.08935800
-9.24249676,0.91555530,-6.17938800
-9.23609676,-3.59508000,-6.08935800
-9.22969676,1.81890300,-6.17938800
-9.22329676,2.71919900,-6.08935800
-9.21689676,-1.79143600,-6.08935800
-9.21049676,2.71919900,-6.08935800
-9.20409676,-0.88808860,-6.17938800
-9.19769676,-3.59508000,-6.08935800
-9.19129676,0.91555530,-6.08935800
-9.18489676,-3.59508000,-6.08935800
-9.17849676,-4.49537700,-6.08935800
-9.17209676,0.01220740,-6.08935800
-9.16569676,-4.49537700,-6.08935800
-9.15929676,-1.79143600,-5.99902300
-9.15289676,2.71919900,-6.08935800
-9.14649676,-3.59508000,-6.08935800
-9.14009676,-1.79143600,-6.08935800
-9.13369677,0.91555530,-6.17938800
-9.12729677,-5.39872500,-6.08935800
-9.12089677,-1.79143600,-6.08935800
-9.11449677,0.01220740,-6.08935800
-9.10809677,-6.30207200,-6.08935800
-9.10169677,-1.79143600,-6.17938800
-9.09529677,-0.88808860,-6.08935800
-9.08889677,-4.49537700,-6.17938800
-9.08249677,0.91555530,-6.08935800
-9.07609677,-0.88808860,-6.08935800
-9.06969677,-2.69173300,-6.17938800
-9.06329677,2.71919900,-6.08935800
-9.05689677,0.01220740,-6.08935800
-9.05049677,-3.59508000,-6.08935800
-9.04409677,0.01220740,-6.08935800
