Time,Channel A,Channel B
(ms),(mV),(V)

-10.01291908,3.46690200,-6.17938800
-10.00651908,1.67851800,-6.17938800
-10.00011908,1.67851800,-6.08935800
-9.99371908,5.25528700,-6.17938800
-9.98731908,1.67851800,-6.17938800
-9.98091909,5.25528700,-6.17938800
-9.97451909,8.83205600,-6.17938800
-9.96811909,5.25528700,-6.17938800
-9.96171909,8.83205600,-6.17938800
-9.95531909,8.83205600,-6.17938800
-9.94891909,5.25528700,-6.17938800
-9.94251909,12.40883000,-6.17938800
-9.93611909,12.40883000,-6.17938800
-9.92971909,8.83205600,-6.17938800
-9.92331909,12.40883000,-6.17938800
-9.91691909,12.40883000,-6.17938800
-9.91051909,12.40883000,-6.17938800
-9.90411909,19.56236000,-6.17938800
-9.89771909,15.98559000,-6.17938800
-9.89131909,17.77398000,-6.08935800
-9.88491909,21.35075000,-6.17938800
-9.87851909,17.77398000,-6.17938800
-9.87211909,19.56236000,-6.17938800
-9.86571909,21.35075000,-6.17938800
-9.85931909,19.56236000,-6.08935800
-9.85291909,24.92752000,-6.17938800
-9.84651909,26.71590000,-6.17938800
-9.84011909,23.13913000,-6.17938800
-9.83371909,28.50429000,-6.17938800
-9.82731909,26.71590000,-6.08935800
-9.82091909,23.13913000,-6.17938800
-9.81451910,30.29267000,-6.17938800
-9.80811910,28.50429000,-6.17938800
-9.80171910,24.92752000,-6.17938800
-9.79531910,30.29267000,-6.08935800
-9.78891910,23.13913000,-6.17938800
-9.78251910,23.13913000,-6.17938800
-9.77611910,24.92752000,-6.17938800
-9.76971910,19.56236000,-6.17938800
-9.76331910,23.13913000,-6.17938800
-9.75691910,21.35075000,-6.17938800
-9.75051910,12.40883000,-6.17938800
-9.74411910,12.40883000,-6.17938800
-9.73771910,7.04367200,-6.17938800
-9.73131910,-0.10986660,-6.17938800
-9.72491910,3.46690200,-6.17938800
-9.71851910,1.67851800,-6.17938800
-9.71211910,1.67851800,-6.17938800
-9.70571910,8.83205600,-6.17938800
-9.69931910,10.62044000,-6.08935800
-9.69291910,12.40883000,-6.17938800
-9.68651910,19.56236000,-6.17938800
-9.68011910,15.98559000,-6.17938800
-9.67371910,15.98559000,-6.17938800
-9.66731910,15.98559000,-6.17938800
-9.66091910,12.40883000,-6.17938800
-9.65451910,14.19721000,-6.17938800
-9.64811910,15.98559000,-6.17938800
-9.64171911,15.98559000,-6.17938800
-9.63531911,21.35075000,-6.17938800
-9.62891911,21.35075000,-6.17938800
-9.62251911,21.35075000,-6.17938800
-9.61611911,26.71590000,-6.17938800
-9.60971911,24.92752000,-6.17938800
-9.60331911,23.13913000,-6.17938800
-9.59691911,26.71590000,-6.17938800
-9.59051911,21.35075000,-6.17938800
-9.58411911,21.35075000,-6.08935800
-9.57771911,23.13913000,-6.17938800
-9.57131911,15.98559000,-6.17938800
-9.56491911,21.35075000,-6.17938800
-9.55851911,23.13913000,-6.17938800
-9.55211911,23.13913000,-6.17938800
-9.54571911,28.50429000,-6.17938800
-9.53931911,28.50429000,-6.17938800
-9.53291911,24.92752000,-6.17938800
-9.52651911,33.87555000,-6.08935800
-9.52011911,33.87555000,-6.17938800
-9.51371911,32.08716000,-6.17938800
-9.50731911,35.66393000,-6.17938800
-9.50091911,32.08716000,-6.17938800
-9.49451911,30.29267000,-6.17938800
-9.48811911,32.08716000,-6.17938800
-9.48171911,26.71590000,-6.08935800
-9.47531912,26.71590000,-6.08935800
-9.46891912,26.71590000,-6.08935800
-9.46251912,19.56236000,-6.17938800
-9.45611912,21.35075000,-6.17938800
-9.44971912,19.56236000,-6.08935800
-9.44331912,17.77398000,-6.08935800
-9.43691912,19.56236000,-6.17938800
-9.43051912,19.56236000,-6.17938800
-9.42411912,21.35075000,-6.17938800
-9.41771912,26.71590000,-6.17938800
-9.41131912,26.71590000,-6.17938800
-9.40491912,26.71590000,-6.17938800
-9.39851912,35.66393000,-6.08935800
-9.39211912,33.87555000,-6.08935800
-9.38571912,33.87555000,-6.08935800
-9.37931912,37.45232000,-6.17938800
-9.37291912,30.29267000,-6.17938800
-9.36651912,30.29267000,-6.17938800
-9.36011912,30.29267000,-6.17938800
-9.35371912,24.92752000,-6.17938800
-9.34731912,28.50429000,-6.17938800
-9.34091912,28.50429000,-6.17938800
-9.33451912,24.92752000,-6.17938800
-9.32811912,30.29267000,-6.08935800
-9.32171912,28.50429000,-6.17938800
-9.31531912,24.92752000,-6.17938800
-9.30891913,28.50429000,-6.08935800
-9.30251913,24.92752000,-6.08935800
-9.29611913,21.35075000,-6.08935800
-9.28971913,23.13913000,-6.08935800
-9.28331913,15.98559000,-6.08935800
-9.27691913,15.98559000,-6.17938800
-9.27051913,19.56236000,-6.08935800
-9.26411913,14.19721000,-6.08935800
-9.25771913,17.77398000,-6.17938800
-9.25131913,17.77398000,-6.17938800
-9.24491913,14.19721000,-6.17938800
-9.23851913,15.98559000,-6.08935800
-9.23211913,14.19721000,-6.08935800
-9.22571913,8.83205600,-6.08935800
-9.21931913,12.40883000,-6.17938800
-9.21291913,5.25528700,-6.08935800
-9.20651913,1.67851800,-6.17938800
-9.20011913,5.25528700,-6.08935800
-9.19371913,1.67851800,-6.08935800
-9.18731913,1.67851800,-6.08935800
-9.18091913,8.83205600,-6.08935800
-9.17451913,7.04367200,-6.08935800
-9.16811913,8.83205600,-6.08935800
-9.16171913,10.62044000,-6.08935800
-9.15531913,7.04367200,-6.08935800
-9.14891913,10.62044000,-6.08935800
-9.14251913,10.62044000,-6.08935800
-9.13611914,8.83205600,-6.08935800
-9.12971914,12.40883000,-6.08935800
-9.12331914,10.62044000,-6.08935800
-9.11691914,5.25528700,-6.08935800
-9.11051914,8.83205600,-6.08935800
-9.10411914,5.25528700,-6.08935800
-9.09771914,-0.10986660,-6.08935800
-9.09131914,3.46690200,-6.17938800
-9.08491914,-0.10986660,-6.08935800
-9.07851914,1.67851800,-6.08935800
-9.07211914,3.46690200,-6.08935800
-9.06571914,-0.10986660,-6.08935800
-9.05931914,5.25528700,-6.08935800
-9.05291914,8.83205600,-6.08935800
-9.04651914,5.25528700,-6.08935800
-9.04011914,8.83205600,-6.08935800
-9.03371914,12.40883000,-6.08935800
-9.02731914,10.62044000,-6.08935800
-9.02091914,14.19721000,-6.08935800
-9.01451914,14.19721000,-6.08935800
