Time,Channel A,Channel B
(ms),(mV),(V)

-10.01520734,-76.21997000,-6.17938800
-10.00880734,-76.21997000,-6.17938800
-10.00240734,-71.73376000,-6.17938800
-9.99600734,-76.21997000,-6.17938800
-9.98960734,-71.73376000,-6.17938800
-9.98320734,-62.77657000,-6.17938800
-9.97680735,-53.80413000,-6.17938800
-9.97040735,-40.36073000,-6.17938800
-9.96400735,-35.87451000,-6.17938800
-9.95760735,-35.87451000,-6.17938800
-9.95120735,-35.87451000,-6.17938800
-9.94480735,-35.87451000,-6.17938800
-9.93840735,-35.87451000,-6.17938800
-9.93200735,-35.87451000,-6.17938800
-9.92560735,-40.36073000,-6.17938800
-9.91920735,-40.36073000,-6.17938800
-9.91280735,-35.87451000,-6.17938800
-9.90640735,-31.40354000,-6.17938800
-9.90000735,-26.91732000,-6.17938800
-9.89360735,-22.43110000,-6.17938800
-9.88720735,-17.94488000,-6.17938800
-9.88080735,-13.47392000,-6.17938800
-9.87440735,-4.50148000,-6.17938800
-9.86800735,-0.01525925,-6.17938800
-9.86160735,-4.50148000,-6.17938800
-9.85520735,-8.98770000,-6.17938800
-9.84880735,-8.98770000,-6.17938800
-9.84240735,-13.47392000,-6.17938800
-9.83600735,-13.47392000,-6.17938800
-9.82960735,-17.94488000,-6.17938800
-9.82320735,-22.43110000,-6.17938800
-9.81680735,-22.43110000,-6.17938800
-9.81040735,-17.94488000,-6.17938800
-9.80400736,-8.98770000,-6.17938800
-9.79760736,-0.01525925,-6.17938800
-9.79120736,4.45570200,-6.17938800
-9.78480736,13.42814000,-6.17938800
-9.77840736,22.38533000,-6.17938800
-9.77200736,26.87155000,-6.17938800
-9.76560736,31.35777000,-6.17938800
-9.75920736,31.35777000,-6.17938800
-9.75280736,31.35777000,-6.17938800
-9.74640736,31.35777000,-6.17938800
-9.74000736,31.35777000,-6.17938800
-9.73360736,31.35777000,-6.08935800
-9.72720736,26.87155000,-6.08935800
-9.72080736,22.38533000,-6.17938800
-9.71440736,26.87155000,-6.17938800
-9.70800736,31.35777000,-6.17938800
-9.70160736,35.82873000,-6.17938800
-9.69520736,31.35777000,-6.17938800
-9.68880736,17.91437000,-6.08935800
-9.68240736,13.42814000,-6.17938800
-9.67600736,4.45570200,-6.17938800
-9.66960736,-4.50148000,-6.08935800
-9.66320736,-8.98770000,-6.17938800
-9.65680736,-17.94488000,-6.17938800
-9.65040736,-22.43110000,-6.08935800
-9.64400736,-26.91732000,-6.17938800
-9.63760737,-31.40354000,-6.17938800
-9.63120737,-40.36073000,-6.17938800
-9.62480737,-49.31791000,-6.17938800
-9.61840737,-58.29035000,-6.17938800
-9.61200737,-62.77657000,-6.17938800
-9.60560737,-58.29035000,-6.08935800
-9.59920737,-58.29035000,-6.17938800
-9.59280737,-58.29035000,-6.17938800
-9.58640737,-58.29035000,-6.08935800
-9.58000737,-58.29035000,-6.08935800
-9.57360737,-49.31791000,-6.17938800
-9.56720737,-44.84695000,-6.08935800
-9.56080737,-44.84695000,-6.17938800
-9.55440737,-40.36073000,-6.17938800
-9.54800737,-35.87451000,-6.08935800
-9.54160737,-31.40354000,-6.17938800
-9.53520737,-22.43110000,-6.08935800
-9.52880737,-17.94488000,-6.17938800
-9.52240737,-22.43110000,-6.08935800
-9.51600737,-26.91732000,-6.08935800
-9.50960737,-31.40354000,-6.08935800
-9.50320737,-31.40354000,-6.17938800
-9.49680737,-31.40354000,-6.08935800
-9.49040737,-31.40354000,-6.08935800
-9.48400737,-31.40354000,-6.08935800
-9.47760737,-31.40354000,-6.08935800
-9.47120738,-22.43110000,-6.08935800
-9.46480738,-13.47392000,-6.08935800
-9.45840738,-4.50148000,-6.08935800
-9.45200738,4.45570200,-6.08935800
-9.44560738,8.94192300,-6.17938800
-9.43920738,13.42814000,-6.08935800
-9.43280738,17.91437000,-6.08935800
-9.42640738,17.91437000,-6.08935800
-9.42000738,17.91437000,-6.08935800
-9.41360738,8.94192300,-6.08935800
-9.40720738,-0.01525925,-6.08935800
-9.40080738,-8.98770000,-6.08935800
-9.39440738,-22.43110000,-6.08935800
-9.38800738,-40.36073000,-6.08935800
-9.38160738,-53.80413000,-6.17938800
-9.37520738,-62.77657000,-6.08935800
-9.36880738,-67.24753000,-6.08935800
-9.36240738,-71.73376000,-6.08935800
-9.35600738,-71.73376000,-6.08935800
-9.34960738,-71.73376000,-6.08935800
-9.34320738,-67.24753000,-6.08935800
-9.33680738,-62.77657000,-6.08935800
-9.33040738,-49.31791000,-6.08935800
-9.32400738,-49.31791000,-6.08935800
-9.31760738,-44.84695000,-6.17938800
-9.31120738,-44.84695000,-6.08935800
-9.30480738,-40.36073000,-6.08935800
-9.29840739,-35.87451000,-6.08935800
-9.29200739,-35.87451000,-6.08935800
-9.28560739,-35.87451000,-6.08935800
-9.27920739,-31.40354000,-6.08935800
-9.27280739,-22.43110000,-6.08935800
-9.26640739,-13.47392000,-6.08935800
-9.26000739,-4.50148000,-6.08935800
-9.25360739,4.45570200,-6.08935800
-9.24720739,13.42814000,-6.17938800
-9.24080739,22.38533000,-6.08935800
-9.23440739,26.87155000,-6.08935800
-9.22800739,40.29969000,-6.08935800
-9.22160739,44.78591000,-5.99902300
-9.21520739,49.27213000,-6.08935800
-9.20880739,49.27213000,-6.08935800
-9.20240739,49.27213000,-6.08935800
-9.19600739,49.27213000,-6.08935800
-9.18960739,40.29969000,-6.08935800
-9.18320739,26.87155000,-6.08935800
-9.17680739,13.42814000,-6.08935800
-9.17040739,4.45570200,-5.99902300
-9.16400739,-4.50148000,-6.08935800
-9.15760739,-8.98770000,-6.08935800
-9.15120739,-13.47392000,-6.08935800
-9.14480739,-17.94488000,-6.08935800
-9.13840739,-17.94488000,-6.08935800
-9.13200740,-17.94488000,-6.08935800
-9.12560740,-13.47392000,-5.99902300
-9.11920740,-13.47392000,-6.08935800
-9.11280740,-13.47392000,-6.08935800
-9.10640740,-13.47392000,-5.99902300
-9.10000740,-13.47392000,-5.99902300
-9.09360740,-13.47392000,-5.99902300
-9.08720740,-17.94488000,-5.99902300
-9.08080740,-22.43110000,-5.99902300
-9.07440740,-26.91732000,-6.08935800
-9.06800740,-31.40354000,-6.08935800
-9.06160740,-31.40354000,-6.08935800
-9.05520740,-35.87451000,-6.08935800
