_H:	|batch	|epoch	%avg_sse	%cnt_err	%sum_name_err	%avg_ext_rew	%avg_cycles	%epoch_time_tot	%epoch_time_usr	%Ortho__Fm_Ortho_net_rel	%Ortho__Fm_Hidden_net_rel	%Hidden_Fm_Phon_net_rel	%Hidden_Fm_Ortho__net_rel	%Ortho__net_max	%Hidden_net_max	%Phon_net_max	%max_Hidden_act_avg	%max_Ortho__act_avg
_D:	0	171	1.11079	257	205	0	44.1814	168.66	166.53	0.476863	0.523137	0.522944	0.477057	0.4573	0.406253	0.58762	0.885857	0.384691
_D:	0	172	1.122	244	197	0	44.5047	164.66	162.43	0.47734	0.52266	0.524387	0.475613	0.458402	0.40473	0.586702	0.88063	0.340685
_D:	0	173	0.965371	233	190	0	44.1761	161.77	159.65	0.470963	0.529037	0.516893	0.483107	0.452708	0.409385	0.58694	0.891144	0.382363
_D:	0	174	1.34638	274	230	0	44.3741	161.3	159.29	0.479411	0.520589	0.525014	0.474986	0.459409	0.405867	0.591803	0.877336	0.354804
_D:	0	175	1.43401	279	232	0	44.7492	170.85	168.76	0.477856	0.522144	0.517283	0.482717	0.458781	0.403073	0.592228	0.875601	0.33491
_D:	0	176	1.05312	247	197	0	44.4917	164.41	162.19	0.478494	0.521506	0.51674	0.48326	0.459462	0.403411	0.591699	0.875328	0.310398
_D:	0	177	1.08626	262	214	0	44.8683	178.6	176.54	0.477815	0.522185	0.520312	0.479688	0.459904	0.403063	0.591845	0.879886	0.342539
_D:	0	178	1.34212	260	215	0	44.3186	162.75	160.77	0.475334	0.524666	0.517365	0.482635	0.458918	0.405262	0.591643	0.880189	0.349655
_D:	0	179	1.09223	230	188	0	43.7898	166.95	164.61	0.475718	0.524282	0.518249	0.481751	0.459036	0.404206	0.591714	0.881323	0.284899
_D:	0	180	1.10384	239	200	0	44.0277	160.13	158.13	0.473619	0.526381	0.515922	0.484077	0.457641	0.405161	0.594433	0.878072	0.327841
_D:	0	181	1.12107	242	196	0	43.3716	166.54	164.51	0.477396	0.522604	0.516511	0.483489	0.459678	0.40633	0.59504	0.878433	0.342114
_D:	0	182	0.922685	224	185	0	43.3758	162.75	160.51	0.477621	0.522379	0.517358	0.482642	0.45675	0.405196	0.591784	0.883537	0.36261
_D:	0	183	1.13074	225	189	0	44.0285	153.53	151.58	0.481942	0.518058	0.52433	0.47567	0.463255	0.402177	0.596633	0.880137	0.33433
_D:	0	184	1.28209	258	212	0	44.7144	164.2	161.93	0.478908	0.521092	0.521725	0.478275	0.461721	0.401949	0.59725	0.881968	0.322146
_D:	0	185	1.03205	240	198	0	44.0508	167.51	165.36	0.477792	0.522207	0.519409	0.480592	0.458026	0.403375	0.594942	0.881026	0.323242
_D:	0	186	1.09191	260	203	0	43.9777	175.08	172.75	0.476944	0.523056	0.519788	0.480212	0.45886	0.404927	0.592573	0.882958	0.370099
_D:	0	187	1.17548	277	234	0	44.194	169.24	166.99	0.476218	0.523782	0.52113	0.47887	0.460837	0.405294	0.59607	0.886264	0.353183
_D:	0	188	1.11536	257	215	0	43.7934	169.79	167.64	0.475361	0.524639	0.521804	0.478197	0.462497	0.404151	0.596238	0.88186	0.388369
_D:	0	189	1.04881	234	200	0	43.3585	161.9	159.77	0.474857	0.525143	0.519596	0.480404	0.461425	0.405874	0.597657	0.886594	0.30679
_D:	0	190	1.16417	275	227	0	44.167	178.2	175.78	0.475532	0.524468	0.519504	0.480496	0.459574	0.406601	0.598729	0.882643	0.307577
_D:	0	191	0.905913	218	173	0	43.8478	165.45	163.32	0.477674	0.522326	0.52457	0.475429	0.462802	0.404052	0.60369	0.878546	0.322903
_D:	0	192	1.29867	286	238	0	44.7171	173.09	170.77	0.476483	0.523517	0.523283	0.476717	0.462168	0.405043	0.585085	0.879789	0.312684
_D:	0	193	1.12828	270	214	0	44.1681	173.91	171.75	0.478274	0.521726	0.525021	0.474979	0.46339	0.404156	0.585526	0.880649	0.311202
_D:	0	194	1.32443	283	223	0	44.8852	169.67	167.73	0.476937	0.523063	0.520249	0.479751	0.461412	0.402285	0.5829	0.882372	0.266068
_D:	0	195	1.48602	288	246	0	45.1643	167.55	165.5	0.475332	0.524668	0.516824	0.483176	0.459773	0.400831	0.583636	0.867282	0.267295
_D:	0	196	1.15966	242	195	0	44.6645	161.94	159.83	0.476719	0.523281	0.514942	0.485059	0.459482	0.400747	0.579071	0.867535	0.287813
_D:	0	197	1.25772	253	207	0	44.3069	169.7	167.44	0.479113	0.520886	0.519912	0.480088	0.462219	0.397008	0.578683	0.870782	0.274775
_D:	0	198	1.14121	234	201	0	44.4543	160.4	158.4	0.478032	0.521968	0.518845	0.481155	0.462056	0.406734	0.579019	0.873272	0.274789
_D:	0	199	0.964111	220	177	0	43.8601	156.46	154.4	0.476249	0.523751	0.51713	0.48287	0.459509	0.407902	0.580271	0.879051	0.304919
_D:	0	200	0.696429	178	150	0	43.5913	164.41	163.37	0.476537	0.523463	0.51835	0.48165	0.460558	0.407953	0.583906	0.875655	0.306942
_D:	0	201	0.607607	143	109	0	42.1089	168.88	167.75	0.477479	0.522521	0.517498	0.482502	0.459973	0.407712	0.582175	0.877914	0.309849
_D:	0	202	0.490722	122	85	0	42.2817	156.56	155.49	0.475458	0.524542	0.518361	0.481639	0.463182	0.40788	0.583624	0.881627	0.324034
_D:	0	203	0.554106	130	92	0	42.6667	162.37	161.27	0.47747	0.52253	0.521974	0.478027	0.462379	0.405905	0.583625	0.885492	0.307505
_D:	0	204	0.258549	87	64	0	40.9197	164.09	162.82	0.476746	0.523254	0.519806	0.480194	0.461715	0.407151	0.583389	0.881211	0.299469
_D:	0	205	0.463985	119	87	0	42.0352	160.26	159.29	0.476023	0.523976	0.519546	0.480454	0.462628	0.408266	0.58417	0.885791	0.295038
_D:	0	206	0.369894	91	70	0	41.3692	155.92	154.75	0.47758	0.52242	0.522117	0.477883	0.463536	0.406957	0.585221	0.88353	0.31267
_D:	0	207	0.449713	103	78	0	41.7842	167.23	166.2	0.475065	0.524935	0.521247	0.478753	0.463087	0.408284	0.585393	0.885125	0.30278
_D:	0	208	0.296465	86	58	0	40.9401	158.96	157.94	0.47598	0.52402	0.519103	0.480897	0.462065	0.409685	0.583712	0.886178	0.30893
_D:	0	209	0.276613	88	65	0	40.9642	160.47	159.6	0.472509	0.52749	0.51899	0.48101	0.461699	0.410733	0.587946	0.886714	0.310211
_D:	0	210	0.32497	102	71	0	41.0223	161.6	160.5	0.478772	0.521228	0.521437	0.478563	0.462084	0.408846	0.585903	0.887831	0.314499
_D:	0	211	0.270849	99	62	0	41.4414	164.94	163.93	0.480154	0.519846	0.522931	0.477069	0.466204	0.408205	0.588557	0.886557	0.292244
_D:	0	212	0.285355	94	58	0	41.1115	156.81	155.75	0.476708	0.523292	0.518627	0.481373	0.459587	0.412531	0.585617	0.886254	0.345789
_D:	0	213	0.352477	100	67	0	41.1682	158.46	157.39	0.47617	0.52383	0.519988	0.480011	0.46212	0.411269	0.588974	0.886574	0.315898
_D:	0	214	0.251436	88	59	0	40.6176	167.4	166.36	0.478551	0.521449	0.522576	0.477424	0.463822	0.410002	0.589284	0.887422	0.317331
_D:	0	215	0.28623	87	60	0	40.9721	165.34	164.2	0.477085	0.522915	0.520331	0.479669	0.462992	0.412178	0.590017	0.888557	0.323742
_D:	0	216	0.332136	105	69	0	41.6773	165.39	164.2	0.478124	0.521876	0.52345	0.47655	0.463801	0.409953	0.591075	0.886629	0.315069
_D:	0	217	0.180894	75	53	0	41.1585	164.28	163.19	0.478329	0.521671	0.523298	0.476701	0.463366	0.410555	0.590839	0.888654	0.315748
_D:	0	218	0.185961	80	48	0	41.1405	156.16	155.05	0.477214	0.522786	0.520942	0.479058	0.463129	0.411684	0.591341	0.890274	0.320208
_D:	0	219	0.292407	101	59	0	41.3862	150.24	149.19	0.477495	0.522505	0.524636	0.475364	0.463975	0.410651	0.591371	0.889183	0.294769
_D:	0	220	0.226865	84	62	0	41.227	158.24	157.18	0.478189	0.521811	0.526112	0.473888	0.466388	0.409523	0.592431	0.890326	0.292962
_D:	0	221	0.162297	65	41	0	40.9254	155.26	154.39	0.478215	0.521785	0.520104	0.479896	0.466916	0.408961	0.593472	0.889644	0.310774
_D:	0	222	0.283838	83	57	0	41.0665	160.89	159.92	0.47624	0.52376	0.518977	0.481023	0.463248	0.409687	0.595436	0.888181	0.338723
_D:	0	223	0.251426	87	55	0	40.9326	162.59	161.47	0.476484	0.523516	0.51994	0.48006	0.464302	0.409509	0.595497	0.885204	0.325574
_D:	0	224	0.179452	65	42	0	41.002	161.38	160.41	0.476195	0.523805	0.518745	0.481255	0.464999	0.411141	0.595824	0.886872	0.325609
_D:	0	225	0.189964	84	53	0	41.1396	164.91	163.7	0.47535	0.52465	0.519072	0.480928	0.464086	0.410813	0.594551	0.890056	0.318232
_D:	0	226	0.193016	84	52	0	41.5471	168.11	166.88	0.475738	0.524262	0.519167	0.480833	0.463479	0.410278	0.59549	0.885036	0.31804
_D:	0	227	0.23059	82	61	0	41.3841	157.4	156.48	0.475925	0.524075	0.519412	0.480588	0.466319	0.41133	0.597119	0.885643	0.310198
_D:	0	228	0.205743	71	41	0	41.3268	151.43	150.53	0.47387	0.52613	0.518899	0.4811	0.46518	0.411617	0.598662	0.886843	0.327005
_D:	0	229	0.217104	89	61	0	41.1592	165.52	164.43	0.476933	0.523067	0.516696	0.483304	0.461946	0.413304	0.597108	0.891995	0.324218
_D:	0	230	0.113403	62	38	0	41.3456	160.17	159.16	0.478562	0.521438	0.520673	0.479328	0.466791	0.411408	0.598925	0.887025	0.340286
_D:	0	231	0.183784	72	43	0	40.6391	160.33	159.21	0.478335	0.521665	0.51815	0.48185	0.466052	0.412147	0.598748	0.889046	0.298614
_D:	0	232	0.171807	73	44	0	40.8807	157.49	156.61	0.479573	0.520427	0.520726	0.479274	0.467983	0.411436	0.60183	0.888415	0.337458
_D:	0	233	0.172018	81	44	0	41.1123	157	156.12	0.480014	0.519985	0.519722	0.480278	0.467885	0.412393	0.582355	0.886949	0.32049
_D:	0	234	0.164055	75	48	0	41.0935	161.65	160.63	0.477606	0.522394	0.518637	0.481364	0.465514	0.413623	0.582863	0.88425	0.347045
_D:	0	235	0.245419	89	58	0	41.8237	166.87	165.77	0.475819	0.524181	0.519207	0.480793	0.463559	0.413131	0.585601	0.886635	0.33359
_D:	0	236	0.200225	94	56	0	41.6179	165.82	164.85	0.477763	0.522237	0.522164	0.477836	0.467704	0.411842	0.586702	0.888646	0.308018
_D:	0	237	0.151895	71	38	0	41.8216	168.92	167.82	0.478225	0.521775	0.524439	0.475561	0.467835	0.411209	0.587034	0.886008	0.327332
_D:	0	238	0.185573	85	51	0	41.5367	166.66	165.48	0.47508	0.52492	0.519265	0.480735	0.466224	0.414389	0.586529	0.886774	0.344646
_D:	0	239	0.167795	75	48	0	41.0192	162.85	161.66	0.47682	0.52318	0.519714	0.480286	0.465153	0.413811	0.585607	0.887515	0.347063
_D:	0	240	0.183529	86	51	0	41.9495	166.89	165.76	0.478632	0.521368	0.522702	0.477298	0.466782	0.412044	0.58787	0.883275	0.329236
_D:	0	241	0.235136	75	47	0	41.5137	163.02	162.01	0.476886	0.523115	0.520368	0.479632	0.46664	0.413948	0.588075	0.889429	0.37213
_D:	0	242	0.165309	62	47	0	41.0163	160.69	159.73	0.478738	0.521262	0.522107	0.477893	0.47023	0.412697	0.590026	0.884964	0.333753
_D:	0	243	0.182544	72	36	0	41.6541	153.95	153.01	0.476447	0.523553	0.520431	0.479569	0.467347	0.414218	0.588923	0.885791	0.351129
_D:	0	244	0.159203	75	47	0	41.4617	167.82	166.85	0.477487	0.522513	0.52373	0.476269	0.468301	0.412408	0.590857	0.886033	0.332163
_D:	0	245	0.178711	67	44	0	41.3709	160.09	159.06	0.475117	0.524883	0.520679	0.479321	0.466331	0.414479	0.59073	0.887915	0.358036
_D:	0	246	0.131229	59	30	0	40.8677	166.46	165.46	0.475414	0.524586	0.520564	0.479436	0.466376	0.414465	0.591702	0.887058	0.312731
_D:	0	247	0.214779	85	59	0	41.0737	163.19	162.1	0.473975	0.526025	0.518149	0.481851	0.468637	0.418169	0.592507	0.889074	0.349639
_D:	0	248	0.165604	71	44	0	41.0773	167.49	166.4	0.481131	0.518869	0.521452	0.478548	0.469128	0.414886	0.591934	0.884416	0.323467
_D:	0	249	0.17868	80	47	0	41.0414	158.89	157.87	0.476163	0.523837	0.518089	0.481911	0.467504	0.417528	0.593435	0.891069	0.384237
_D:	0	250	0.17288	65	44	0	41.5107	154.44	153.32	0.480379	0.519621	0.523622	0.476378	0.47028	0.413317	0.59519	0.886681	0.340354
_D:	0	251	0.146524	70	41	0	41.2699	157.12	155.99	0.479743	0.520257	0.521049	0.478951	0.469793	0.415028	0.595541	0.885338	0.331898
_D:	0	252	0.208754	87	53	0	41.6329	165.64	164.48	0.479323	0.520677	0.522246	0.477754	0.469842	0.41432	0.595323	0.88853	0.336473
_D:	0	253	0.172705	69	42	0	41.5742	159.41	158.35	0.478644	0.521356	0.521508	0.478492	0.469574	0.414401	0.595455	0.8843	0.361722
_D:	0	254	0.192874	76	47	0	41.1848	158.03	157.15	0.476216	0.523784	0.518996	0.481004	0.467229	0.41725	0.595628	0.885738	0.348004
_D:	0	255	0.140152	66	38	0	41.0871	156.79	155.75	0.477341	0.522659	0.519727	0.480273	0.468714	0.41607	0.59583	0.886109	0.323363
_D:	0	256	0.171783	63	42	0	41.0703	161.55	160.57	0.476591	0.523409	0.519626	0.480374	0.46835	0.415802	0.598057	0.881897	0.344894
_D:	0	257	0.19897	67	41	0	41.0879	162.28	161.29	0.478435	0.521565	0.522543	0.477457	0.473895	0.414977	0.599599	0.881926	0.34672
_D:	0	258	0.189695	71	47	0	41.7615	168.96	167.85	0.476053	0.523947	0.520453	0.479547	0.467977	0.416338	0.599379	0.882161	0.344972
_D:	0	259	0.128217	63	45	0	40.9607	166.65	165.59	0.478278	0.521722	0.522125	0.477875	0.47174	0.415482	0.600534	0.886819	0.358989
_D:	0	260	0.143036	62	35	0	41.2559	160.05	158.92	0.475646	0.524354	0.517807	0.482193	0.468121	0.418727	0.580354	0.885919	0.356697
_D:	0	261	0.202463	71	47	0	41.4104	161.85	160.87	0.476496	0.523504	0.520243	0.479757	0.471448	0.417107	0.582785	0.884658	0.350788
_D:	0	262	0.191692	77	50	0	41.8306	160.41	159.27	0.477444	0.522556	0.520323	0.479677	0.469612	0.416613	0.582295	0.884577	0.344275
_D:	0	263	0.157873	60	39	0	41.3433	164.94	163.73	0.477098	0.522902	0.521769	0.478231	0.472498	0.416008	0.584262	0.883847	0.370689
_D:	0	264	0.162902	64	43	0	41.6243	152.69	151.73	0.475399	0.524601	0.519848	0.480152	0.468664	0.418871	0.58378	0.878049	0.322088
_D:	0	265	0.140582	57	33	0	41.3501	161.85	160.81	0.473121	0.526879	0.516059	0.483941	0.467196	0.420393	0.582229	0.884367	0.361107
_D:	0	266	0.202666	66	48	0	41.3073	168.09	166.98	0.482434	0.517566	0.523486	0.476515	0.474862	0.415976	0.585605	0.882679	0.347117
_D:	0	267	0.154597	63	40	0	42.0205	170.35	169.17	0.479693	0.520307	0.52079	0.47921	0.471061	0.416422	0.586682	0.879237	0.354044
_D:	0	268	0.23254	73	45	0	41.4794	156.57	155.49	0.480149	0.519851	0.520359	0.479641	0.471866	0.417921	0.585422	0.882124	0.326692
_D:	0	269	0.206649	76	55	0	41.728	160.14	159.11	0.480601	0.519399	0.521291	0.478709	0.471681	0.416119	0.586762	0.881171	0.352127
_D:	0	270	0.159775	67	47	0	41.6302	166.23	165.24	0.478983	0.521017	0.520079	0.479921	0.470337	0.417689	0.587563	0.879762	0.348065
_D:	0	271	0.160813	74	46	0	41.5639	165.29	164.25	0.478156	0.521844	0.519449	0.480551	0.469408	0.41789	0.587057	0.879222	0.353547
_D:	0	272	0.172962	59	39	0	41.4353	157.12	156.18	0.47885	0.52115	0.519991	0.480009	0.471401	0.417163	0.587027	0.883536	0.34199
_D:	0	273	0.169703	75	47	0	41.7191	158.14	157.13	0.478176	0.521824	0.520358	0.479642	0.470995	0.417917	0.589101	0.878113	0.344542
_D:	0	274	0.150723	54	34	0	41.3431	163.7	162.74	0.479595	0.520405	0.520591	0.479409	0.470674	0.417407	0.587172	0.877691	0.379684
_D:	0	275	0.148821	63	37	0	41.173	165.6	164.66	0.479738	0.520262	0.520786	0.479214	0.471802	0.417426	0.587906	0.881145	0.354354
_D:	0	276	0.0917278	50	32	0	41.5909	159.77	158.8	0.478878	0.521122	0.521159	0.478841	0.471949	0.417123	0.5888	0.876791	0.328093
_D:	0	277	0.134711	65	43	0	41.915	165.28	164.35	0.480604	0.519396	0.52192	0.47808	0.474794	0.417064	0.589628	0.875684	0.358741
_D:	0	278	0.140592	56	36	0	41.2993	162.03	160.9	0.477743	0.522257	0.518555	0.481445	0.47316	0.418717	0.590287	0.87801	0.379173
_D:	0	279	0.199247	66	51	0	42.258	171.37	170.34	0.480291	0.519709	0.523446	0.476555	0.473604	0.415401	0.591232	0.876137	0.333295
_D:	0	280	0.12192	62	44	0	41.7166	166.61	165.62	0.479202	0.520798	0.521293	0.478707	0.473249	0.418014	0.591558	0.879198	0.34078
_D:	0	281	0.128504	56	37	0	41.7606	169.05	167.83	0.478197	0.521803	0.520368	0.479632	0.4703	0.418561	0.590274	0.87655	0.341426
_D:	0	282	0.184912	65	48	0	42.242	165.63	164.62	0.480757	0.519243	0.524855	0.475145	0.475322	0.414012	0.592837	0.872757	0.364535
_D:	0	283	0.107501	60	36	0	41.2836	166.22	165.18	0.475908	0.524092	0.518137	0.481863	0.473244	0.419686	0.592062	0.879694	0.34773
_D:	0	284	0.188262	77	46	0	41.8657	161.1	160.01	0.476474	0.523526	0.519699	0.480301	0.47305	0.418161	0.592482	0.877302	0.357651
_D:	0	285	0.181978	70	50	0	41.7673	158.62	157.7	0.475077	0.524923	0.518036	0.481965	0.472399	0.420528	0.592024	0.880159	0.368785
_D:	0	286	0.128434	53	41	0	41.5664	160.87	159.76	0.476679	0.523321	0.520235	0.479765	0.473512	0.418957	0.594776	0.878804	0.342695
_D:	0	287	0.153212	49	27	0	41.1421	162.69	161.74	0.474178	0.525822	0.515594	0.484405	0.470987	0.421923	0.593928	0.875219	0.378503
_D:	0	288	0.149727	62	42	0	41.583	169.01	167.83	0.481803	0.518196	0.522932	0.477068	0.476549	0.417282	0.595743	0.874116	0.330664
_D:	0	289	0.178153	61	46	0	41.3479	166.19	165.19	0.482468	0.517532	0.522578	0.477422	0.474282	0.417276	0.596105	0.872127	0.364675
_D:	0	290	0.164144	58	41	0	41.9292	166.51	165.43	0.479167	0.520834	0.51989	0.48011	0.473858	0.419302	0.596026	0.875686	0.348856
_D:	0	291	0.146777	60	42	0	41.4021	156.52	155.57	0.480576	0.519423	0.520757	0.479243	0.474835	0.418912	0.594228	0.87612	0.361834
_D:	0	292	0.159857	60	39	0	41.573	166.93	165.8	0.479126	0.520874	0.521251	0.478749	0.475923	0.418732	0.598964	0.871079	0.368342
_D:	0	293	0.188532	67	49	0	42.0249	160.05	159.01	0.481221	0.518779	0.522791	0.477209	0.474611	0.417432	0.595353	0.875282	0.342764
_D:	0	294	0.174561	54	38	0	41.7071	162.16	161.13	0.481112	0.518888	0.521302	0.478698	0.475352	0.4184	0.597389	0.873533	0.338003
_D:	0	295	0.147634	61	37	0	41.9777	156.35	155.37	0.479388	0.520612	0.520558	0.479442	0.474605	0.418848	0.597641	0.87488	0.339804
_D:	0	296	0.215878	74	50	0	42.365	173.4	172.38	0.480913	0.519087	0.521613	0.478387	0.475611	0.418646	0.597099	0.871914	0.342313
_D:	0	297	0.153293	65	45	0	41.8732	159.8	158.74	0.479859	0.520141	0.521102	0.478898	0.473937	0.418853	0.597494	0.878981	0.360161
_D:	0	298	0.152784	63	37	0	41.9339	164.13	163.22	0.478736	0.521264	0.51992	0.48008	0.472653	0.419661	0.597671	0.869374	0.341648
_D:	0	299	0.0988252	54	36	0	41.5295	160.4	159.47	0.479363	0.520637	0.520802	0.479198	0.475084	0.418297	0.59863	0.874058	0.363655
_D:	0	300	0.143967	61	39	0	42.123	162.5	161.48	0.482358	0.517642	0.525283	0.474716	0.480195	0.415938	0.601111	0.873854	0.309664
_D:	0	301	0.279342	70	52	0	42.4116	159.07	158.17	0.481247	0.518753	0.518148	0.481852	0.474829	0.416239	0.581206	0.87071	0.345364
_D:	0	302	0.181481	55	36	0	41.7722	155.91	154.89	0.479076	0.520924	0.517374	0.482626	0.474832	0.416727	0.580835	0.873572	0.321524
_D:	0	303	0.137699	62	43	0	42.8004	161.87	160.86	0.481901	0.518099	0.519819	0.480181	0.477439	0.415451	0.584287	0.870664	0.340563
_D:	0	304	0.174031	57	42	0	42.0396	169.53	168.46	0.478005	0.521995	0.513898	0.486102	0.47197	0.418455	0.580446	0.866195	0.33921
_D:	0	305	0.179044	61	43	0	41.9877	163.37	162.33	0.479422	0.520579	0.515281	0.484719	0.474165	0.417275	0.580912	0.868194	0.307533
_D:	0	306	0.126318	52	34	0	41.8918	161.2	160.23	0.480404	0.519596	0.517582	0.482418	0.477069	0.416344	0.582878	0.876352	0.342408
_D:	0	307	0.147754	60	39	0	42.0819	162.29	161.29	0.478405	0.521595	0.51481	0.48519	0.473402	0.418278	0.581582	0.874169	0.351109
_D:	0	308	0.108657	47	30	0	41.9144	168.31	167.21	0.478444	0.521556	0.514573	0.485427	0.474097	0.417907	0.582521	0.872401	0.356334
_D:	0	309	0.154803	61	43	0	42.6706	168.2	167.01	0.481204	0.518796	0.519995	0.480005	0.479902	0.414917	0.585551	0.873651	0.343275
_D:	0	310	0.0985107	50	32	0	42.1642	159.8	158.92	0.479688	0.520312	0.517363	0.482637	0.476227	0.416797	0.583435	0.869451	0.394509
_D:	0	311	0.096904	45	31	0	41.942	158.82	157.88	0.47835	0.52165	0.515725	0.484275	0.476798	0.418133	0.584179	0.875916	0.348769
_D:	0	312	0.136842	53	33	0	42.2162	171.74	170.52	0.479703	0.520297	0.518416	0.481584	0.474986	0.415901	0.584546	0.865031	0.336861
_D:	0	313	0.245521	71	48	0	42.6622	163.34	162.31	0.478948	0.521052	0.516068	0.483932	0.479117	0.417049	0.584638	0.872308	0.355764
_D:	0	314	0.138261	61	41	0	42.2423	157.43	156.43	0.477751	0.522249	0.516721	0.483279	0.477109	0.417133	0.58468	0.871464	0.348695
_D:	0	315	0.17106	53	34	0	42.2429	163.97	162.89	0.479545	0.520455	0.517997	0.482003	0.476924	0.416654	0.583646	0.87248	0.362646
_D:	0	316	0.15224	58	40	0	42.3061	168.24	167.09	0.477427	0.522573	0.516733	0.483267	0.47629	0.417394	0.584187	0.870132	0.346111
_D:	0	317	0.161509	58	43	0	42.3986	167.66	166.59	0.47799	0.52201	0.514849	0.485151	0.476243	0.418625	0.585197	0.871103	0.352008
_D:	0	318	0.210962	49	34	0	42.3048	154.17	153.33	0.478481	0.521519	0.517907	0.482093	0.477826	0.416252	0.585447	0.870782	0.380448
_D:	0	319	0.156425	51	43	0	42.035	166.52	165.47	0.478284	0.521716	0.516757	0.483243	0.478582	0.417702	0.586584	0.868284	0.339034
_D:	0	320	0.211607	67	46	0	42.4027	162.52	161.54	0.478935	0.521065	0.516752	0.483248	0.477553	0.41728	0.586991	0.872032	0.350055
_D:	0	321	0.155716	56	40	0	42.2463	167.59	166.58	0.476759	0.52324	0.51707	0.48293	0.478139	0.416871	0.589497	0.870709	0.345221
_D:	0	322	0.181163	62	43	0	42.2823	160.45	159.35	0.474996	0.525004	0.512626	0.487374	0.474035	0.420006	0.587354	0.868166	0.351455
_D:	0	323	0.127696	63	43	0	42.4259	168.75	167.5	0.481132	0.518868	0.517647	0.482353	0.476714	0.416993	0.586573	0.875368	0.359593
_D:	0	324	0.174809	75	49	0	42.517	172.05	170.91	0.482407	0.517594	0.517967	0.482033	0.478541	0.415837	0.587004	0.870699	0.361871
_D:	0	325	0.167749	64	42	0	41.7966	168.72	167.61	0.481949	0.518051	0.519088	0.480912	0.4787	0.415733	0.588412	0.873756	0.337389
_D:	0	326	0.144397	56	36	0	42.2371	175.3	174.14	0.480172	0.519828	0.515761	0.484239	0.478983	0.417295	0.58802	0.873554	0.349247
_D:	0	327	0.184651	58	44	0	42.4946	171.74	170.73	0.481733	0.518267	0.516989	0.48301	0.477787	0.416806	0.589189	0.870221	0.338035
_D:	0	328	0.16637	64	42	0	42.4477	157.05	156.17	0.479111	0.520889	0.514975	0.485025	0.478432	0.418577	0.588103	0.870016	0.351455
_D:	0	329	0.186523	62	49	0	42.1113	176	174.67	0.48098	0.519019	0.516448	0.483552	0.477955	0.417701	0.588877	0.870929	0.317615
_D:	0	330	0.21878	69	51	0	42.387	165.67	164.66	0.482619	0.517381	0.518764	0.481236	0.47854	0.416353	0.590094	0.867186	0.317741
_D:	0	331	0.101704	55	34	0	42.3247	162.31	161.37	0.480733	0.519267	0.517299	0.482701	0.477866	0.417351	0.589223	0.868661	0.334647
_D:	0	332	0.189331	59	38	0	42.1269	177.48	176.49	0.479479	0.520521	0.516297	0.483703	0.476313	0.418505	0.589779	0.866492	0.323989
_D:	0	333	0.138549	61	41	0	42.6189	174.27	173.11	0.482075	0.517924	0.518896	0.481104	0.478735	0.416164	0.590324	0.871274	0.353714
_D:	0	334	0.177496	64	49	0	42.982	167.87	166.89	0.481745	0.518255	0.518744	0.481256	0.480849	0.415832	0.591642	0.866211	0.316742
_D:	0	335	0.145119	53	38	0	42.402	166.58	165.46	0.481923	0.518076	0.518242	0.481757	0.476934	0.416783	0.58872	0.872321	0.32617
_D:	0	336	0.135846	62	34	0	42.5686	168.94	167.84	0.480496	0.519504	0.517689	0.482311	0.478854	0.416865	0.589544	0.872084	0.390224
_D:	0	337	0.191808	57	40	0	42.365	161.48	160.54	0.480212	0.519788	0.515166	0.484834	0.475953	0.418577	0.58965	0.869156	0.346547
_D:	0	338	0.160143	53	37	0	42.7546	157.78	156.87	0.479127	0.520873	0.515147	0.484853	0.475545	0.418457	0.589156	0.87226	0.335499
_D:	0	339	0.188713	64	46	0	42.7805	160.86	159.78	0.478908	0.521092	0.517341	0.482659	0.479214	0.417544	0.59427	0.86764	0.346767
_D:	0	340	0.137515	52	33	0	42.3547	165.15	164.13	0.480815	0.519186	0.518223	0.481777	0.48008	0.416761	0.591324	0.87007	0.383135
_D:	0	341	0.161821	57	41	0	42.3348	156.21	155.24	0.480125	0.519875	0.518098	0.481902	0.477628	0.417326	0.591675	0.864279	0.344231
_D:	0	342	0.198505	69	49	0	42.6052	161.55	160.51	0.479729	0.520271	0.516779	0.483221	0.480397	0.41805	0.592887	0.872145	0.367025
_D:	0	343	0.251037	72	53	0	43.0083	163.13	162.14	0.478854	0.521146	0.516558	0.483442	0.479304	0.417818	0.591545	0.870291	0.359364
_D:	0	344	0.173588	69	43	0	42.5493	165.04	164.16	0.480448	0.519552	0.517423	0.482577	0.47908	0.418015	0.59063	0.870575	0.356449
_D:	0	345	0.171843	58	44	0	42.8994	158.38	157.3	0.477757	0.522243	0.515534	0.484466	0.476101	0.419221	0.589987	0.872977	0.36397
_D:	0	346	0.138626	49	34	0	42.2972	162.38	161.51	0.481926	0.518074	0.519642	0.480358	0.480388	0.415622	0.592843	0.865439	0.348863
_D:	0	347	0.209649	64	47	0	42.66	168.64	167.63	0.478883	0.521116	0.517859	0.482141	0.477683	0.416953	0.592994	0.864959	0.368756
_D:	0	348	0.276675	72	50	0	42.2533	166.17	165.09	0.477595	0.522405	0.514671	0.485329	0.480991	0.419447	0.593477	0.870767	0.360428
_D:	0	349	0.118908	55	41	0	42.6829	162.92	161.94	0.477709	0.522291	0.514962	0.485038	0.478735	0.419373	0.594341	0.865256	0.32576
