_H:	|batch	|epoch	%avg_sse	%cnt_err	%sum_name_err	%avg_ext_rew	%avg_cycles	%epoch_time_tot	%epoch_time_usr	%Ortho__Fm_Ortho_net_rel	%Ortho__Fm_Hidden_net_rel	%Hidden_Fm_Phon_net_rel	%Hidden_Fm_Ortho__net_rel	%Ortho__net_max	%Hidden_net_max	%Phon_net_max	%max_Hidden_act_avg	%max_Ortho__act_avg
_D:	0	350	0.162301	71	40	0	43.0315	170.13	169.09	0.479997	0.520003	0.519801	0.480199	0.482783	0.416289	0.595436	0.856512	0.351905
_D:	0	351	0.169949	56	31	0	42.7396	165.37	164.39	0.480522	0.519477	0.517611	0.482389	0.480611	0.417857	0.592211	0.86801	0.386576
_D:	0	352	0.160966	57	42	0	43.1249	161.15	160.2	0.478706	0.521294	0.518639	0.481361	0.481092	0.416994	0.594088	0.8632	0.34877
_D:	0	353	0.138741	57	37	0	42.9484	166.38	165.38	0.479677	0.520323	0.51733	0.48267	0.479701	0.417445	0.594049	0.864152	0.34948
_D:	0	354	0.169097	54	40	0	42.6343	158.5	157.49	0.479933	0.520067	0.51751	0.48249	0.482408	0.418502	0.592623	0.867768	0.352397
_D:	0	355	0.210984	74	51	0	42.5822	160.57	159.46	0.478155	0.521845	0.515668	0.484332	0.481544	0.419219	0.593969	0.872669	0.377475
_D:	0	356	0.142789	39	30	0	42.4899	157.81	156.79	0.479875	0.520125	0.517341	0.482659	0.483268	0.418292	0.593731	0.867499	0.366111
_D:	0	357	0.113998	56	40	0	42.7882	168.15	167.14	0.477645	0.522355	0.516464	0.483536	0.480114	0.418861	0.595336	0.866019	0.36019
_D:	0	358	0.21469	71	48	0	43.5427	171.28	170.21	0.478969	0.521031	0.518247	0.481753	0.478776	0.417338	0.594702	0.864504	0.339916
_D:	0	359	0.13355	58	40	0	42.6898	167.87	166.82	0.477323	0.522677	0.516504	0.483496	0.481078	0.419202	0.59583	0.868876	0.364288
_D:	0	360	0.173143	61	38	0	43.1559	162.59	161.47	0.478278	0.521722	0.516725	0.483275	0.478997	0.418641	0.592984	0.868352	0.351673
_D:	0	361	0.156269	65	43	0	42.4995	160.42	159.35	0.478832	0.521168	0.518876	0.481124	0.47919	0.417028	0.595316	0.868513	0.36864
_D:	0	362	0.157575	59	34	0	43.0762	173.47	172.41	0.478644	0.521356	0.51728	0.48272	0.479978	0.418101	0.59563	0.869737	0.350873
_D:	0	363	0.14925	58	37	0	42.6551	174.33	173.32	0.479923	0.520077	0.518969	0.48103	0.482554	0.417366	0.594233	0.861634	0.351806
_D:	0	364	0.179998	67	44	0	43.1226	169.01	167.98	0.47784	0.52216	0.517557	0.482444	0.4806	0.417745	0.595174	0.869766	0.366502
_D:	0	365	0.150592	54	38	0	43.2636	164.45	163.42	0.479634	0.520367	0.520894	0.479106	0.484884	0.416054	0.597685	0.85919	0.324783
_D:	0	366	0.169111	55	36	0	42.7928	164.33	163.11	0.477681	0.522319	0.515893	0.484107	0.479928	0.419451	0.595437	0.866901	0.352756
_D:	0	367	0.174076	71	49	0	42.9886	164.04	163.15	0.476441	0.523559	0.515996	0.484004	0.481382	0.41859	0.598199	0.864598	0.353194
_D:	0	368	0.195679	71	44	0	43.368	171.23	170.11	0.476994	0.523005	0.516739	0.483261	0.47992	0.418499	0.59654	0.868018	0.352759
_D:	0	369	0.115394	53	33	0	42.7895	160.32	159.24	0.477161	0.522839	0.516151	0.483849	0.480881	0.419101	0.596873	0.865552	0.358384
_D:	0	370	0.14021	68	47	0	42.8786	175.22	174.18	0.477422	0.522578	0.517492	0.482507	0.480544	0.41784	0.59709	0.866676	0.346984
_D:	0	371	0.095905	52	31	0	42.7366	163.38	162.42	0.478685	0.521315	0.518694	0.481306	0.484338	0.417148	0.598679	0.866621	0.352358
_D:	0	372	0.13098	68	39	0	43.2234	167.18	166	0.47618	0.52382	0.515273	0.484727	0.480861	0.419269	0.596737	0.870394	0.345918
_D:	0	373	0.160439	58	37	0	43.0051	165.02	164.01	0.479071	0.520929	0.517347	0.482653	0.480264	0.418686	0.595845	0.865596	0.358343
_D:	0	374	0.151443	56	34	0	42.9545	162.95	161.96	0.477639	0.522361	0.519053	0.480947	0.482811	0.416858	0.600194	0.870756	0.34459
_D:	0	375	0.222731	76	54	0	43.5574	180.26	179.16	0.478748	0.521252	0.519401	0.480599	0.481952	0.417525	0.580224	0.863915	0.359538
_D:	0	376	0.16151	62	40	0	43.1953	165.69	164.46	0.47565	0.52435	0.517353	0.482647	0.481245	0.418124	0.580398	0.871068	0.341438
_D:	0	377	0.171982	55	43	0	42.7653	162.76	161.76	0.477583	0.522417	0.516768	0.483232	0.482071	0.419147	0.579624	0.864521	0.365799
_D:	0	378	0.148833	56	42	0	43.0964	172.24	171.09	0.480231	0.519769	0.521714	0.478286	0.483713	0.415554	0.581019	0.859177	0.345732
_D:	0	379	0.154555	59	41	0	43.7088	167.91	166.84	0.476211	0.523789	0.516682	0.483318	0.480842	0.418637	0.581368	0.863911	0.347065
_D:	0	380	0.107286	60	41	0	43.5872	167.81	166.62	0.477978	0.522022	0.519113	0.480887	0.484374	0.417406	0.581457	0.866642	0.383044
_D:	0	381	0.163761	67	36	0	43.6617	172.56	171.45	0.478721	0.521278	0.518479	0.481521	0.481678	0.417672	0.580127	0.865423	0.358639
_D:	0	382	0.214466	64	47	0	44.0782	164.2	163.32	0.478442	0.521558	0.522149	0.477851	0.483264	0.415414	0.583203	0.862387	0.348955
_D:	0	383	0.155685	62	38	0	44.1347	167.95	166.92	0.477139	0.522861	0.519332	0.480668	0.480942	0.417087	0.582543	0.869013	0.371398
_D:	0	384	0.154696	73	50	0	43.7521	164.7	163.61	0.475962	0.524038	0.517279	0.482721	0.481547	0.418534	0.578857	0.863528	0.34603
_D:	0	385	0.183251	48	29	0	43.2182	165.73	164.7	0.47815	0.52185	0.51748	0.48252	0.482771	0.418166	0.580851	0.866251	0.339729
_D:	0	386	0.17786	62	37	0	43.7994	164.06	163.14	0.476379	0.523621	0.516884	0.483116	0.479414	0.418611	0.58027	0.864515	0.348061
_D:	0	387	0.203758	69	48	0	43.4896	164.56	163.5	0.47509	0.524911	0.518399	0.481601	0.481762	0.418146	0.581755	0.866733	0.364601
_D:	0	388	0.118921	53	32	0	43.3529	174.33	173.24	0.475864	0.524136	0.516536	0.483464	0.48391	0.418891	0.581969	0.864738	0.360734
_D:	0	389	0.183991	66	44	0	43.2363	163.96	162.99	0.478908	0.521092	0.51909	0.48091	0.48102	0.417512	0.581293	0.858795	0.356816
_D:	0	390	0.215282	80	54	0	43.8503	171.56	170.56	0.476847	0.523153	0.516872	0.483128	0.481613	0.418595	0.579727	0.862866	0.364197
_D:	0	391	0.185654	60	46	0	43.3655	168.51	167.44	0.476695	0.523305	0.518073	0.481927	0.482509	0.418546	0.582224	0.868605	0.3615
_D:	0	392	0.175796	58	33	0	43.4401	165.23	164.41	0.477126	0.522874	0.517245	0.482755	0.479341	0.418075	0.581262	0.866069	0.369804
_D:	0	393	0.182976	63	38	0	43.2328	164.16	163.03	0.475962	0.524038	0.51609	0.48391	0.480718	0.419121	0.581691	0.86973	0.352953
_D:	0	394	0.180242	69	40	0	43.6474	168.65	167.58	0.476134	0.523866	0.519166	0.480834	0.481038	0.41834	0.581968	0.867813	0.379144
_D:	0	395	0.134723	59	43	0	43.4614	162.66	161.64	0.477609	0.522391	0.518315	0.481685	0.485527	0.417284	0.583645	0.855488	0.356894
_D:	0	396	0.193637	70	45	0	43.3815	169.02	167.89	0.478273	0.521728	0.51924	0.48076	0.482141	0.418033	0.580858	0.863466	0.33543
_D:	0	397	0.216898	80	58	0	44.2734	171.94	170.85	0.479527	0.520473	0.522938	0.477062	0.485054	0.414449	0.58398	0.85552	0.316465
_D:	0	398	0.160812	60	49	0	43.7686	175.01	173.98	0.478297	0.521703	0.519903	0.480097	0.484516	0.416541	0.583682	0.865697	0.363975
_D:	0	399	0.229585	77	54	0	44.4334	167.25	166.2	0.47879	0.52121	0.520581	0.479419	0.485517	0.416053	0.583726	0.868605	0.356756
_D:	0	400	0.171778	71	44	0	43.8041	166.54	164.31	0.475249	0.524751	0.51813	0.48187	0.48143	0.417909	0.581877	0.862476	0.307674
_D:	0	401	0.166753	61	37	0	43.7147	171.17	168.73	0.47739	0.522609	0.518996	0.481004	0.483985	0.417567	0.582777	0.865163	0.35747
_D:	0	402	0.120439	45	35	0	42.8707	172.1	169.9	0.478415	0.521585	0.519982	0.480019	0.483948	0.416788	0.58373	0.861547	0.38634
_D:	0	403	0.0959624	49	29	0	43.3559	172	169.78	0.47664	0.523359	0.517463	0.482537	0.483613	0.418897	0.584176	0.866852	0.363732
_D:	0	404	0.171084	70	43	0	43.9234	167.66	165.46	0.477811	0.522189	0.520467	0.479533	0.484326	0.417039	0.584106	0.864091	0.327068
_D:	0	405	0.139815	46	24	0	43.3685	168.9	166.7	0.476421	0.523579	0.517235	0.482765	0.481956	0.418663	0.581901	0.86091	0.359059
_D:	0	406	0.0977574	46	26	0	42.9286	167.4	165.29	0.473802	0.526197	0.516421	0.483579	0.483264	0.418848	0.584011	0.86914	0.3425
_D:	0	407	0.0878569	50	27	0	43.2888	168.02	165.83	0.479809	0.520191	0.518127	0.481873	0.484253	0.418116	0.583942	0.864876	0.344339
_D:	0	408	0.120116	47	32	0	43.4153	166.87	164.75	0.4811	0.5189	0.519421	0.480579	0.483431	0.417138	0.584329	0.861664	0.362244
_D:	0	409	0.145199	64	42	0	43.1618	167.43	165.48	0.479361	0.520639	0.518222	0.481778	0.482986	0.417951	0.583975	0.866593	0.362535
_D:	0	410	0.146247	59	42	0	43.5826	168.4	166.19	0.480263	0.519737	0.518156	0.481844	0.484774	0.418203	0.583571	0.865106	0.33656
_D:	0	411	0.107483	51	34	0	43.3344	168.41	166.33	0.479038	0.520962	0.517245	0.482755	0.479735	0.418839	0.582954	0.863443	0.347402
_D:	0	412	0.122352	52	31	0	43.1494	167.8	165.63	0.478647	0.521353	0.517457	0.482543	0.48153	0.419156	0.583001	0.867364	0.405445
_D:	0	413	0.12824	57	40	0	43.3692	165.66	163.53	0.480164	0.519836	0.518438	0.481562	0.482988	0.417624	0.584307	0.865092	0.346448
_D:	0	414	0.114895	51	32	0	43.0324	167.5	165.37	0.479263	0.520737	0.518532	0.481468	0.482386	0.417791	0.583746	0.860527	0.346052
_D:	0	415	0.144031	53	34	0	43.7014	173.63	171.44	0.48069	0.51931	0.520582	0.479418	0.482713	0.417094	0.582997	0.86605	0.36508
_D:	0	416	0.121114	47	25	0	43.7614	161.04	158.77	0.481747	0.518253	0.520937	0.479063	0.483076	0.416111	0.584326	0.868635	0.342883
_D:	0	417	0.141863	63	43	0	43.5374	180.68	178.51	0.478152	0.521848	0.514266	0.485734	0.479524	0.420701	0.582504	0.867389	0.336694
_D:	0	418	0.097971	53	32	0	43.8283	159.63	157.51	0.479287	0.520713	0.517699	0.482301	0.483232	0.419034	0.583313	0.863158	0.347052
_D:	0	419	0.130056	47	31	0	43.4929	167.82	165.63	0.479603	0.520397	0.517259	0.482741	0.483366	0.418953	0.582988	0.863612	0.348062
_D:	0	420	0.153407	45	26	0	43.3698	163.53	161.55	0.478644	0.521355	0.51756	0.48244	0.483387	0.417841	0.585259	0.868988	0.367432
_D:	0	421	0.0819173	47	30	0	43.9543	160.33	158.19	0.482206	0.517794	0.523145	0.476855	0.484773	0.414821	0.58407	0.860512	0.351932
_D:	0	422	0.115231	47	35	0	43.0906	171.68	169.56	0.482301	0.517699	0.519303	0.480697	0.482822	0.417671	0.583487	0.862181	0.343897
_D:	0	423	0.124513	45	31	0	42.9101	162.76	160.6	0.479038	0.520962	0.51724	0.48276	0.484206	0.418899	0.58397	0.864796	0.343855
_D:	0	424	0.126054	60	34	0	43.7792	159.92	157.77	0.477798	0.522202	0.515253	0.484747	0.48078	0.419352	0.582146	0.865359	0.333665
_D:	0	425	0.13085	52	37	0	43.4724	166.93	164.84	0.481493	0.518507	0.52048	0.47952	0.482607	0.416136	0.584101	0.860324	0.359425
_D:	0	426	0.158974	62	39	0	43.9039	175.37	173.13	0.480629	0.519371	0.520275	0.479725	0.483716	0.416723	0.583569	0.868159	0.339381
_D:	0	427	0.121881	63	35	0	43.9326	164.85	162.77	0.482121	0.517879	0.521106	0.478894	0.485034	0.416472	0.584634	0.867525	0.351317
_D:	0	428	0.161028	49	37	0	43.4635	171.28	169.08	0.478955	0.521046	0.518145	0.481855	0.481121	0.418441	0.585553	0.86456	0.333965
_D:	0	429	0.123447	59	36	0	44.2766	165.14	163.08	0.48145	0.51855	0.52074	0.47926	0.485354	0.416593	0.584094	0.862978	0.342953
_D:	0	430	0.11592	47	27	0	42.9187	171.14	168.84	0.481428	0.518571	0.520426	0.479574	0.484232	0.417388	0.583849	0.86312	0.339198
_D:	0	431	0.181686	60	46	0	43.3392	164.14	161.96	0.481058	0.518942	0.519521	0.480479	0.484443	0.417459	0.583278	0.865678	0.326128
_D:	0	432	0.154905	57	42	0	43.1663	162.29	160.14	0.482282	0.517718	0.518237	0.481763	0.483686	0.418091	0.582439	0.857639	0.353221
_D:	0	433	0.161034	66	48	0	43.8436	168.8	166.56	0.482767	0.517233	0.520528	0.479472	0.487265	0.416413	0.584528	0.862665	0.360016
_D:	0	434	0.132596	57	41	0	43.7348	160	157.76	0.483032	0.516968	0.522686	0.477314	0.485182	0.415468	0.58414	0.864486	0.341303
_D:	0	435	0.166606	58	37	0	44.0393	165.58	163.51	0.481579	0.518421	0.519567	0.480433	0.484398	0.417208	0.584147	0.863537	0.350814
_D:	0	436	0.135466	50	36	0	44.1696	165.61	163.31	0.480616	0.519384	0.518606	0.481394	0.48094	0.417989	0.582176	0.862762	0.358292
_D:	0	437	0.141362	65	39	0	43.8494	169.58	166.98	0.48272	0.51728	0.524304	0.475696	0.485135	0.414007	0.584566	0.863713	0.324433
_D:	0	438	0.112839	52	36	0	43.3034	170.61	168.01	0.479527	0.520473	0.517992	0.482008	0.481267	0.41873	0.583783	0.865867	0.384905
_D:	0	439	0.0950128	48	28	0	42.9309	169.82	166.91	0.477777	0.522222	0.516014	0.483986	0.48181	0.419611	0.583957	0.866636	0.350921
_D:	0	440	0.10589	60	37	0	43.7996	173.71	170.75	0.482211	0.517789	0.519779	0.480221	0.483884	0.417738	0.582015	0.867617	0.359597
_D:	0	441	0.106713	49	28	0	43.7383	163.83	160.78	0.480642	0.519358	0.519379	0.480621	0.483181	0.417258	0.583906	0.866824	0.341262
_D:	0	442	0.12537	56	33	0	43.3635	172.36	169.48	0.477109	0.522891	0.516377	0.483623	0.48101	0.419291	0.584127	0.867502	0.383681
_D:	0	443	0.11958	49	25	0	43.5937	162.88	160.12	0.478881	0.521118	0.518466	0.481534	0.484184	0.418806	0.584011	0.865523	0.343174
_D:	0	444	0.104722	46	29	0	43.8962	161.63	158.77	0.481113	0.518887	0.520987	0.479013	0.481655	0.416399	0.582723	0.863117	0.340011
_D:	0	445	0.0904202	48	29	0	43.4892	158.38	155.66	0.479009	0.520991	0.517839	0.482161	0.483809	0.418742	0.584748	0.864132	0.328111
_D:	0	446	0.102382	44	28	0	42.9807	176.97	173.74	0.479507	0.520493	0.517578	0.482422	0.482708	0.418218	0.583454	0.860845	0.353906
_D:	0	447	0.0900185	46	29	0	43.9278	167.71	165.01	0.480672	0.519328	0.520817	0.479183	0.48223	0.416605	0.583395	0.86032	0.328806
_D:	0	448	0.10616	48	32	0	43.167	167.3	164.35	0.478152	0.521848	0.515491	0.484509	0.481332	0.420343	0.58383	0.864138	0.371266
_D:	0	449	0.0692944	37	20	0	42.9376	157.56	154.59	0.480991	0.519009	0.517837	0.482163	0.480443	0.417932	0.581769	0.871202	0.343165
_D:	0	450	0.102681	53	35	0	43.6938	172.94	170.05	0.479136	0.520864	0.518735	0.481265	0.484239	0.417663	0.585033	0.867916	0.352101
_D:	0	451	0.0741469	50	27	0	42.9385	176.44	173.55	0.482051	0.517949	0.519908	0.480092	0.488512	0.416993	0.58352	0.867129	0.331708
_D:	0	452	0.138762	44	32	0	43.7668	169.04	165.08	0.479884	0.520116	0.519081	0.480919	0.480805	0.418154	0.582681	0.866771	0.328734
_D:	0	453	0.0834289	53	28	0	43.4537	176.13	168.3	0.483266	0.516734	0.522461	0.477539	0.485949	0.415735	0.585847	0.861181	0.33992
_D:	0	454	0.0916618	45	27	0	43.2361	167.74	162.54	0.481115	0.518885	0.52092	0.47908	0.481947	0.416592	0.584074	0.865152	0.358263
_D:	0	455	0.140974	54	40	0	43.5659	174.46	168.71	0.479982	0.520019	0.517807	0.482193	0.48118	0.41832	0.582956	0.865144	0.3501
_D:	0	456	0.103974	66	35	0	43.6086	179.36	172.62	0.478018	0.521982	0.51631	0.48369	0.482821	0.419847	0.582903	0.869403	0.351535
_D:	0	457	0.0682114	45	28	0	43	171.55	166.9	0.477616	0.522384	0.515818	0.484183	0.480178	0.420802	0.58256	0.86529	0.347815
_D:	0	458	0.143967	51	37	0	43.4	167.72	164.78	0.480701	0.519299	0.519779	0.480221	0.482364	0.417406	0.584206	0.860481	0.340772
_D:	0	459	0.136657	41	26	0	42.7503	167.26	164.45	0.481347	0.518653	0.517096	0.482904	0.484247	0.418733	0.582756	0.86148	0.344449
_D:	0	460	0.107097	62	39	0	43.4622	178.62	175.59	0.482428	0.517572	0.522807	0.477194	0.488312	0.416166	0.585316	0.861907	0.339384
_D:	0	461	0.177718	62	42	0	43.9382	163.42	160.42	0.480796	0.519204	0.520689	0.479311	0.483218	0.416698	0.583687	0.867371	0.350381
_D:	0	462	0.113727	45	31	0	43.1378	164.78	161.7	0.479206	0.520794	0.516597	0.483403	0.482462	0.419556	0.582028	0.861653	0.362761
_D:	0	463	0.0880638	52	26	0	43.4222	173.61	170.41	0.479635	0.520365	0.518701	0.481299	0.483058	0.418261	0.583649	0.8668	0.345569
_D:	0	464	0.197043	64	47	0	43.5709	173.22	169.91	0.480237	0.519763	0.518086	0.481914	0.482465	0.418963	0.583887	0.867	0.342725
_D:	0	465	0.1028	46	33	0	43.0487	166.8	163.89	0.480813	0.519187	0.520289	0.479711	0.487094	0.416881	0.58521	0.862437	0.367365
_D:	0	466	0.12242	53	29	0	43.4818	169.33	166.11	0.477442	0.522558	0.514659	0.485341	0.482045	0.420272	0.583506	0.863795	0.365455
_D:	0	467	0.139095	46	29	0	43.2137	166.34	163.34	0.478989	0.521011	0.517992	0.482009	0.481893	0.418001	0.584793	0.863659	0.349547
_D:	0	468	0.100028	40	22	0	43.3567	173.69	170.58	0.479323	0.520677	0.519624	0.480376	0.486019	0.417704	0.587095	0.863234	0.336982
_D:	0	469	0.0681655	47	28	0	43.2123	169.96	166.77	0.478922	0.521079	0.517046	0.482954	0.48258	0.420148	0.584577	0.865141	0.350399
_D:	0	470	0.10957	56	39	0	43.8583	170.5	167.52	0.480129	0.519871	0.518847	0.481153	0.483999	0.417748	0.585085	0.871335	0.362853
_D:	0	471	0.122628	54	33	0	43.9742	173.27	169.86	0.480468	0.519532	0.519866	0.480134	0.484271	0.4174	0.584782	0.862236	0.353055
_D:	0	472	0.137329	52	33	0	44.0892	169.99	166.8	0.482091	0.51791	0.521035	0.478965	0.48609	0.416368	0.585711	0.863238	0.373059
_D:	0	473	0.120717	52	32	0	44.4578	167.02	165.07	0.480283	0.519716	0.520269	0.479731	0.483761	0.415895	0.585016	0.863187	0.342236
_D:	0	474	0.0979851	46	31	0	43.6091	169.44	166.19	0.480456	0.519544	0.519702	0.480298	0.483687	0.417216	0.585103	0.866385	0.346908
_D:	0	475	0.0948635	51	27	0	43.3967	175.16	171.95	0.479301	0.520699	0.518239	0.481761	0.484684	0.418327	0.584242	0.863612	0.371828
_D:	0	476	0.101462	61	40	0	43.6311	169.56	166.34	0.48025	0.51975	0.519312	0.480688	0.483741	0.417826	0.584363	0.863337	0.341741
_D:	0	477	0.129677	50	34	0	43.8069	166.67	164.11	0.481124	0.518876	0.521409	0.478591	0.482523	0.416787	0.583998	0.864864	0.332157
_D:	0	478	0.120226	52	36	0	43.6598	166.21	163.57	0.478825	0.521175	0.517716	0.482284	0.482057	0.418747	0.584394	0.868574	0.349325
_D:	0	479	0.0797368	44	21	0	43.4642	168.63	165.96	0.481661	0.518339	0.518558	0.481442	0.484228	0.41916	0.58243	0.864632	0.35188
_D:	0	480	0.162617	67	44	0	43.6763	172.34	169.46	0.478278	0.521722	0.515999	0.484001	0.482226	0.419763	0.584077	0.870335	0.348814
_D:	0	481	0.103758	50	30	0	43.6275	170.45	167.49	0.481418	0.518582	0.520962	0.479038	0.48583	0.416304	0.586297	0.866455	0.342107
_D:	0	482	0.0931241	53	35	0	43.6979	164.85	162.1	0.481276	0.518724	0.520721	0.479279	0.48251	0.417658	0.583894	0.866249	0.359134
_D:	0	483	0.123781	43	27	0	43.2245	166.63	163.91	0.479943	0.520057	0.518446	0.481554	0.483659	0.418152	0.584741	0.867512	0.350701
_D:	0	484	0.0826322	39	24	0	43.5283	168.4	165.32	0.480869	0.519131	0.51821	0.48179	0.483198	0.418045	0.58439	0.867935	0.345638
_D:	0	485	0.105024	44	26	0	43.632	170.28	167.38	0.482791	0.517209	0.521599	0.478401	0.487796	0.416664	0.585201	0.865521	0.344701
_D:	0	486	0.143459	59	38	0	44.0253	161.72	158.86	0.48163	0.51837	0.522861	0.477138	0.484323	0.414895	0.585992	0.867334	0.354065
_D:	0	487	0.0912079	50	32	0	43.8083	173.68	170.58	0.480258	0.519742	0.51907	0.48093	0.482884	0.418389	0.585087	0.866177	0.352559
_D:	0	488	0.182081	53	37	0	43.7629	167.59	164.61	0.484051	0.515949	0.524259	0.475741	0.487748	0.414032	0.586212	0.865801	0.335507
_D:	0	489	0.132514	63	39	0	43.7967	163.98	161.17	0.481588	0.518412	0.520954	0.479046	0.485211	0.416778	0.584127	0.866793	0.371749
_D:	0	490	0.130324	48	27	0	43.3171	161.23	158.8	0.479421	0.520579	0.51786	0.48214	0.483387	0.418886	0.584519	0.863413	0.360756
_D:	0	491	0.105082	50	35	0	43.4477	161.09	158.98	0.481213	0.518787	0.519695	0.480305	0.484118	0.418274	0.584184	0.866896	0.366656
_D:	0	492	0.1128	51	32	0	43.2684	166.81	163.78	0.478418	0.521582	0.516683	0.483317	0.483161	0.420208	0.585402	0.86897	0.365532
_D:	0	493	0.123239	53	31	0	43.1994	165.64	162.8	0.481	0.519	0.51979	0.48021	0.483669	0.417359	0.584694	0.867624	0.351754
_D:	0	494	0.10595	46	29	0	43.9817	168.97	166.06	0.479395	0.520605	0.516668	0.483332	0.483364	0.419139	0.584256	0.862522	0.342018
_D:	0	495	0.138637	58	37	0	43.6835	165.87	163.19	0.478613	0.521387	0.516821	0.483179	0.482009	0.419318	0.58382	0.867443	0.351246
_D:	0	496	0.088043	51	32	0	43.1681	174.53	171.54	0.47815	0.52185	0.515294	0.484706	0.4807	0.420443	0.583877	0.86497	0.316076
_D:	0	497	0.0500562	43	18	0	43.2751	166.76	164.03	0.478364	0.521636	0.518204	0.481796	0.483939	0.419095	0.584792	0.867629	0.336375
_D:	0	498	0.0846379	49	25	0	43.4957	159.46	156.6	0.480143	0.519857	0.51789	0.48211	0.483651	0.418831	0.585457	0.862889	0.336567
_D:	0	499	0.108612	52	34	0	43.1782	182.06	179.13	0.48033	0.51967	0.5188	0.4812	0.485735	0.418025	0.586097	0.86184	0.34796
